tgl-laporan,title,link,content,jenis_laporan,tingkat_urgensi
"7 Sep 2024, 0:07",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408210836571724204217919,tabe ... kebakaran lahan btn bulu batue minrulangnge mohon ditindaklanjuti ... terima kasih,Kebakaran,Immediat
"5 Sep 2024, 0:00",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408182009421723986582236,asalamualaikum alaikum wr.wb kebakaran lahan lokasi jalan taebe man 1 parepare ... mohon ditindaklanjuti.terima kasih,Kebakaran,Immediat
"5 Sep 2024, 0:00",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408161514001723796040162,asalamualaikum alaikum wr.wb ... tabe kebakaran lahan jalan bukit madani ambo matti.mohon ditindaklanjuti pak.terimaksih,Kebakaran,Immediat
"30 Agu 2024, 00:00",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408141950451723639845721,tabe kebakaran lahan daerah lanyer sekolah dasar tawar 77 parepare.mohon ditindaklanjuti ... terima kasih,Kebakaran,Immediat
"30 Agu 2024, 00:00",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408141945141723639514001,asalamualaikum alaikum wr wb ..... tabe kebakaran lahan sekolah dasar tawar 63 parepare kampus institut agama islam negeri parepare.mohon ditindaklanjuti .,Kebakaran,Immediat
"30 Agu 2024, 00:00",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408131525451723537545763,asalamualaikum alaikum wr . wb ...... tabe kebakaran lahan jembatan i btn lapadde mas parepare,Kebakaran,Immediat
"28 Agu 2024, 00:04",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408121911501723464710868,tabe kebakaran lahan kompleks perumahan yasmin 2 jalan kelapa gading parepare .... mohon ditindaklanjuti pak.terimaksih,Kebakaran,Immediat
"27 Agu 2024, 02:00",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408112203441723388624355,asalamualaikum alaikum wr.wb .... tabe kebakaran lahan kompleks perumahan perumnas blok h.mohon ditindaklanjuti .,Kebakaran,Immediat
"27 Agu 2024, 02:00",KEBAKARAN LAHAN,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408110900591723341659837,"asalamualaikum alaikum wr.wb ..... tabe kebakaran lahan perumahan lamario ... mohon menindaklanjuti lahan terbakar melebar , terimakasih ...",Kebakaran,Immediat
"24 Agu 2024, 00:03",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408081525341723105534487,asalamualaikum alaikum wr.wb .... tabe kebakaran lahan alang alang kantor ketahanan pangan parepare . mohon ditindaklanjuti,Kebakaran,Immediat
"21 Agu 2024, 00:05",KEBAKARAN LAHAN,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408052204031722870243005,tabe ... kebakaran lahan perkuburan jalan sosial lapadde.mohon ditindaklanjuti terima kasih,Kebakaran,Immediat
"21 Agu 2024, 00:06",ANTISIPASI KEBAKARAN,https://www.lapor.go.id/laporan/detil/antisipasi-kebakaran-202408051642321722850952343,"asalamualaikum alaikum wr . wb .... cuaca panas memasuki musim kemarau , diharapkan petugas armada dinas pemadam kebakaran parepare stand by mengantisipasi kebakaran , bagikan nomor pelayanan dinas damkar dihubungi situasi darurat kebakaran . terimah kasih ...",Kebakaran,Immediat
"6 Agu 2024, 14:01",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202407231333551721716435993,"asalamualaikum alaikum wr.wb ... tabe kebakaran lahan tanggul cempae cafe sunhay soreang mohon ditindaklanjuti , terima kasih",Kebakaran,Immediat
"3 Agu 2024, 00:17",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202407201904511721477091424,tabe kebakaran lahan daerah laccoling pesantren kel . lemoe kecamatan bacukiki . terima kasih,Kebakaran,Immediat
"2 Agu 2024, 17:17",KEBAKARAN LAHAN,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202407192016181721394978333,asalamualaikum alaikum wr.wb tabe kebakaran lahan alang alang daerah lembah harapan perumahan pajak soreang ... mohon ditindaklanjuti lanjuti,Kebakaran,Immediat
"2 Agu 2024, 09:00",KEBAKARAN LAHAN,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202407191531581721377918199,asalamualaikum alaikum wr.wb ..... tabe kebakaran lahan jalan taebe sekolah dasar tawar 27 parepare kecamatan soreang,Kebakaran,Immediat
"1 Agu 2024, 09:00",KEBAKARAN LAHAN,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202407181502071721289727657,asalamualaikum alaikum wr.wb ..... kebakaran lahan tawar 12 parepare mohon ditindaklanjuti .. terima kasih,Kebakaran,Immediat
"28 Jul 2024, 8:16",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202407151310071721023807412,asalamualaikum alaikum wr.wb ... mohon ditindaklanjuti kebakaran lahan jalan laupe galon mitra institut agama islam negeri soreang,Kebakaran,Immediat
"28 Jul 2024, 8:14",KEBAKARAN LAHAN,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202407150854031721008443838,asalamualaikum alaikum wr.wb ... tabe kebakaran lahan 2 putri wekke e,Kebakaran,Immediat
"24 Jul 2024, 2:01",KEBAKARAN LAHAN,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202407100703441720569824811,assalamualaikum wr.wb ...... mohon dinas terkait kebakaran lahan daerah kampung labempa kecamatan bacukiki,Kebakaran,Immediat
"19 Jul 2024, 8:00",MOTOR JATUH DI JURANG JEMBATAN KEMBAR,https://www.lapor.go.id/laporan/detil/motor-jatuh-di-jurang-jembatan-kembar-202407051414531720163693532,asalamualaikum alaikum wr.wb ... tolong dinas pemadam kebakaran kota parepare dibantu angkat motor jatuh jurang jembatan kembar,Penyelamatan Non Hewan & Bantuan Teknis,Normal
"12 Des 2023, 06:00",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-10,asalamualaikum alaikum ... tabe informasikan kebakaran lahan kampus institut agama islam negeri jl . h.m arsyad kecamatan soreang kota parepare .,Kebakaran,Immediat
"10 Nov 2023, 17:01",Kebakaran,https://www.lapor.go.id/laporan/detil/kebakaran-13,"assalamualaikum , mohon ditindaklanjuti kebakaran alang alang jl . lanyer lapadde , terima kasih",Kebakaran,Immediat
"4 Nov 2023, 1:03",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202310161216291697433389316,"assalamualaikum , , tejadi kebakaran lahandi jalan jend ahmad yani bukit harapan , kecamatan soreang kota pareapare , mohon pemerintah menindak lanjuti kebakaran menugaskan tim pemadam kebakaran",Kebakaran,Immediat
"4 Nov 2023, 1:03",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202310161210501697433050492,"assalamualaikum , , kebakaran lahan samping gedung rektor institut agama islam negeri soreang kota parepare",Kebakaran,Immediat
"4 Nov 2023, 1:03",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-9,"assalamualaikum , , kebakaran lahan sekolah menengah negeri 12 kota parepare",Kebakaran,Immediat
"22 Okt 2023, 17:04",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202310121111301697083890289,"assalamualaikum , tolong damkar jl . yusuf samping asap cafe kel . galung maloang kota parepare kebakaran lahan , melebar keperumahan , cuaca panas terimakasih .",Kebakaran,Immediat
"22 Okt 2023, 17:03",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202310121058201697083100123,"assalamualaikum , tolong dakar turun jal . sosial km6 lapadde parepare , kebakaran lahan , terima kasih",Kebakaran,Immediat
"22 Okt 2023, 17:05",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202310121053251697082805049,"assalamualaikum , warga perumnas keluarga galung maloang kota parepare kebakaran lahan pasar perumnas , tolong damkar secepatnya menangani , terima kasih",Kebakaran,Immediat
"16 Okt 2023, 05:46",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202310101112491696911169785,"assalamualaikum warga lapadde kota parepare , meyampaikan instansi terkait , kebakaran lahan jl . wira buana btn griya permata sari , tolong ditindaklanjuti , warga dihimbau menjaga lingkungan musim kemarau , terima kasih",Kebakaran,Immediat
"16 Mar 2023, 17:08",Jalan Ke Sawah Lompoe Kel Lemoe Tiak Bisa Di Lalui,https://www.lapor.go.id/laporan/detil/jalan-ke-sawah-lompoe-kel-lemoe-tiak-bisa-di-lalui-202302270825381677461138719,"assalamualaikum mohon bantuannya wali dinas terkait membantu petani memperbaiki akses jalan tani sawah , tepatnya sawah lompoe kelurahan lemoe . sebentar panen jalan akibat tertimbun longsor curah hujan deras , terima kasih perhatiannya",Layanan Lingkungan & Fasilitas Umum,Normal
"28 Sep 2019, 17:00",ANTISIPASI KEBAKARAN,https://www.lapor.go.id/laporan/detil/antisipasi-kebakaran,"rawan kebakaran . dinas pemadam kebakaran , mobil pemadam kebakaran cepat lokasi kebakaran terlambat . disiapkan nomor telepon mudah dihubungi .",Kebakaran,Immediat
"2 Agu 2019, 04:42",NOMOR LAPORAN KEBAKARAN DI PAREPARE,https://www.lapor.go.id/laporan/detil/nomor-laporan-kebakaran-di-parepare,kebakaran no dihubungi terima kasih,Kebakaran,Immediat
"6 Jul 2023, 17:08",Pelatihan Penanggulangan Bencana Dan Kebaran,https://www.lapor.go.id/laporan/detil/pelatihan-penanggulangan-bencana-dan-kebaran-202306230035391687455339440,"informasi terkait tatacara pengadaan kegiatan pelatihan penanggulan bencana kebakaran area kantor , harapan informasi catara pelaksanaan nya terima kasih",,
"31 Mar 2023, 17:03",Damkar Kabupaten Bandung,https://www.lapor.go.id/laporan/detil/damkar-kabupaten-bandung-202303181715201679134520640,"terhormat damkar kabupaten bandung , nama dadan kurnia berlokasi kp.lembang rt.002 001 no.365b desa kiangroke kecamatan banjaran kabupaten bandung , mohon bantuannya atap rumah sarang tawon menyengat anak anak , khawatir bertambah menimbulkan dinginkan disekitar lingkungan tersengat tawon , mohon bantuannya , terima kasih",,
"14 Sep 2020, 17:05",Kebakaran Gunung Malabar,https://www.lapor.go.id/laporan/detil/kebakaran-gunung-malabar,dinas perhutani kab.bandung . kebakaran gunung malabar arjasari .,Kebakaran,Immediat
"30 Apr, 10:22",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202504301022101745983330146,"evakuasi sarang tawon jl . rta milono km . 7,5 pt sumber kahayan kharisma kamis , 16 januari 2025 07.27 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"29 Apr, 16:46",Evakuasi ular masuk rumah warga,https://www.lapor.go.id/laporan/detil/evakuasi-ular-masuk-rumah-warga-202504291646571745920017288,"evakuasi ular masuk rumah warga jl . kinibalu perumahan bali rabu , 15 januari 2025 20.46 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"29 Apr, 16:43",Evakuasi Kendaraan Roda 4 (Mobil) Amblas,https://www.lapor.go.id/laporan/detil/evakuasi-kendaraan-roda-4-mobil-amblas-202504291643231745919803483,"evakuasi kendaraan roda 4 mobil amblas jl . yos sudarso samping jl . lawu rabu , 15 januari 2025 14.28 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"29 Apr, 16:41",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202504291641081745919668718,"evakuasi sarang tawon jl . pahandut seberang rabu , 15 januari 2025pukul 10.52 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"29 Apr, 16:38",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202504291638551745919535725,"evakuasi sarang tawon evakuasi sarang tawonjl . damang batu no.06 rabu , 15 januari 2025 10.13 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"29 Apr, 16:24",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202504291624471745918687243,"evakuasi sarang tawon jl . diponegoro seberang kantor bapeda rabu , 15 januari 2025 09.09 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"29 Apr, 15:33",Penanganan pohon tumbang menimpa kabel listrik,https://www.lapor.go.id/laporan/detil/penanganan-pohon-tumbang-menimpa-kabel-listrik-202504291533031745915583234,"penanganan pohon tumbang menimpa kabel listrik jl . temanggung kenyapi iii rabu , 15 januari 2025 08.53 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"29 Apr, 15:29",Evakuasi Sarang Tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202504291529541745915394821,"evakuasi sarang tawon jl . p. junjung buih i no 30 selasa , 14 januari 2025 17.53 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"29 Apr, 15:27",Evakuasi Cincin,https://www.lapor.go.id/laporan/detil/evakuasi-cincin-202504291527431745915263727,"evakuasi cincin jl . diponegoro dinas pemadam kebakaran penyelamatan kota palangka raya bidang penyelamatan rescue selasa , 14 januari 2025 15.49 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"29 Apr, 15:24",Penanganan Sarang Tawon,https://www.lapor.go.id/laporan/detil/penanganan-sarang-tawon-202504291524591745915099882,"penanganan sarang tawon jl . willem.a.s . selasa , 14 januari 2025 08.53 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"29 Apr, 8:23",Penanganan pohon rawan tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-rawan-tumbang-202504291523041745914984379,"penanganan pohon rawan tumbang jl . k. h. achmad dahlan selasa , 14 januari 2025 08.53 indonesia barat",,
"29 Apr, 8:21",Penanganan pohon rawan tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-rawan-tumbang-202504291521221745914882780,"penanganan pohon rawan tumbang jl . sinar kahayan lingkar senin , 13 januari 2025 15.00 indonesia barat",,
"29 Apr, 8:18",Memerlukan Ambulan,https://www.lapor.go.id/laporan/detil/memerlukan-ambulan-202504291518311745914711813,"ambulans jl . rajawali ix asenin , 13 januari 2025 17.41 indonesia barat",,
"29 Apr, 8:14",Memerlukan Ambulan,https://www.lapor.go.id/laporan/detil/memerlukan-ambulan-202504291514071745914447544,"ambulans jl . yos sudarso jalan galaxy senin , 13 januari 2025 15.00 indonesia barat",,
"29 Apr, 8:11",Kebakaran hutan dan lahan,https://www.lapor.go.id/laporan/detil/kebakaran-hutan-dan-lahan-202504291511591745914319492,"kebakaran hutan lahan jl . g.s rubay senin , 13 januari 2025pukul 14.29 indonesia barat",Kebakaran,Immediat
"29 Apr, 8:09",Evakuasi Orang Terlantar,https://www.lapor.go.id/laporan/detil/evakuasi-orang-terlantar-202504291509241745914164382,"evakuasi orang terlantar jl . kalibata senin , 13 januari 2025 14.34 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"29 Apr, 8:06",Evakuasi biawak,https://www.lapor.go.id/laporan/detil/evakuasi-biawak-202504291506381745913998012,"evakuasi biawak jl . tanggaring ih no 1 rumah no 04 senin , 13 januari 2025pukul 10.37 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"29 Apr, 8:04",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202504291504151745913855497,"evakuasi sarang tawon jl . d.i panjaitan dinas pendidikan provinsi senin , 13 januari 2025",Evakuasi/Penyelamatan Hewan,Segera
"29 Apr, 8:00",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202504291500491745913649080,"evakuasi sarang tawon jl . turi iii minggu , 12 januari 2025",Evakuasi/Penyelamatan Hewan,Segera
"29 Apr, 7:58",Evakuasi ular masuk toko,https://www.lapor.go.id/laporan/detil/evakuasi-ular-masuk-toko-202504291458401745913520267,"evakuasi ular masuk toko jl . rta milono km 9,5 sebelah jl . manduhara minggu , 12 januari 2025",Evakuasi/Penyelamatan Hewan,Segera
"29 Apr, 7:55",Penanganan pohon dekat rumah,https://www.lapor.go.id/laporan/detil/penanganan-pohon-dekat-rumah-202504291455181745913318135,"penanganan pohon rumah jl . akasia induk minggu , 12 januari 2025",,
"29 Apr, 7:52",Evakuasi sarang tawon dibawah atap rumah,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-dibawah-atap-rumah-202504291452561745913176838,evakuasi sarang tawon atap rumah minggu 12 januari 2025jl . a yani flamboyant,Evakuasi/Penyelamatan Hewan,Segera
"29 Apr, 7:50",Penanganan pohon rawan tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-rawan-tumbang-202504291450221745913022110,"penanganan pohon rawan tumbang minggu , 12 januari 2025 09.05 indonesia barat",,
"29 Apr, 7:47",Evakuasi ular masuk rumah warga,https://www.lapor.go.id/laporan/detil/evakuasi-ular-masuk-rumah-warga-202504291447571745912877708,"evakuasi ular masuk rumah warga jl . beliang no.30 minggu , 12 januari 2025 08.33 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"19 Apr, 11:18",Evakuasi Kendaraan Roda 4 (Mobil) Amblas,https://www.lapor.go.id/laporan/detil/evakuasi-kendaraan-roda-4-mobil-amblas-202504191818491745061529424,"evakuasi kendaraan roda 4 mobil amblas jl . menteng vi sabtu , 11 januari 2025 23.34 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"19 Apr, 11:16",Pemadaman Kebakaran Kendaraan Road 4 (Mobil),https://www.lapor.go.id/laporan/detil/pemadaman-kebakaran-kendaraan-road-4-mobil--202504191816331745061393122,"pemadaman kebakaran kendaraan road 4 mobil jl . danau sari km 7 sabtu , 11 januari 2025 19.34 indonesia barat",Kebakaran,Immediat
"19 Apr, 11:13",Penanganan Pohon Tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-tumbang-202504191813251745061205898,"penanganan pohon tumbang jl . mahir mahar km.1,1 masjid kubah hijau sabtu , 11 januari 2025 10.50 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"19 Apr, 10:54",Evakuasi Kendaraan Roda 4 (Mobil) Amblas,https://www.lapor.go.id/laporan/detil/evakuasi-kendaraan-roda-4-mobil-amblas-202504191754291745060069919,"evakuasi kendaraan roda 4 mobil amblas jl . g.obos xx sabtu , 11 januari 2025 08.40 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"19 Apr, 10:51",Evakuasi Kendaraan Roda 4 (Mobil) Terperosok,https://www.lapor.go.id/laporan/detil/evakuasi-kendaraan-roda-4-mobil-terperosok-202504191751481745059908959,"evakuasi kendaraan roda 4 mobil terperosok jl . g. bohong ujung sabtu , 11 januari 2025 08.14 indonesia barat",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"19 Apr, 10:46",Penanganan pohon yang terkena kabel,https://www.lapor.go.id/laporan/detil/penanganan-pohon-yang-terkena-kabel-202504191746301745059590502,"penanganan pohon terkena kabel jl . bajau ranju jumat , 10 januari 2025 06.38 indonesia barat",,
"19 Apr, 10:44",Penanganan pohon yang terkena kabel,https://www.lapor.go.id/laporan/detil/penanganan-pohon-yang-terkena-kabel-202504191744191745059459971,"penanganan pohon terkena kabel jl . pipit . iv . no . 38. jumat , 10 januari 2025 10.44 indonesia barat",,
"19 Apr, 10:39",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202504191739401745059180356,"evakuasi ular jl . memangku raya , puskesmas kereng bangkirai jumat , 10 januari 2025 16.54 indonesia barat",Evakuasi/Penyelamatan Hewan,Segera
"19 Apr, 10:36",Penanganan pohon rawan tumbang,https://www.lapor.go.id/laporan/detil/penanganan-pohon-rawan-tumbang-202504191736531745059013551,"penanganan pohon rawan tumbang jl . adonis samad jumat , 10 januari 2025 13.54 indonesia barat",,
